title,release_year,rating,num_seasons,is_mature,genre_count,binge_score
Highland: Thailand's Marijuana Awakening,2017,TV-MA,1,1,2,1.3
The Keepers,2017,TV-MA,1,1,3,1.5999999999999999
All Hail King Julien: Exiled,2017,TV-Y7,1,0,3,1.4
Kazoops!,2017,TV-Y,3,0,1,1.8
Jumping Girl,2015,TV-14,1,0,3,1.4
President,2010,TV-14,1,0,3,1.4
What in the World Happened?,2015,TV-14,1,0,3,1.4
Mar de Plástico,2017,TV-MA,2,1,3,2.1
Fangbone,2016,TV-Y7,1,0,2,1.1
Girlboss,2017,TV-MA,1,1,1,1.0
Hot Girls Wanted: Turned On,2017,TV-MA,1,1,1,1.0
The Mr. Peabody and Sherman Show,2017,TV-Y7,4,0,2,2.6
The Miracle,2016,TV-14,1,0,3,1.4
The Get Down,2017,TV-MA,2,1,1,1.5
Burned Cocoon,2005,TV-MA,1,1,2,1.3
Five Came Back,2017,TV-MA,1,1,1,1.0
Hoff the Record,2016,TV-MA,2,1,2,1.8
Bottersnikes & Gumbles,2017,TV-Y7,2,0,2,1.6
Dave Chappelle,2017,TV-MA,1,1,2,1.3
One-Punch Man,2015,TV-14,1,0,3,1.4
Julie's Greenroom,2017,TV-Y,1,0,1,0.8
Outback Truckers,2015,TV-MA,3,1,1,2.0
Samurai Gourmet,2017,TV-PG,1,0,2,1.1
Cheer Squad,2016,TV-PG,1,0,2,1.1
Buddy Thunderstruck,2017,TV-Y7,1,0,2,1.1
One More Time,2016,TV-14,1,0,3,1.4
Love Is in the Air,2010,TV-14,1,0,2,1.1
Tong: Memories,2016,TV-MA,1,1,3,1.5999999999999999
Legend Quest,2017,TV-Y7,1,0,1,0.8
The Sound of Your Heart,2016,TV-14,1,0,3,1.4
Love Me As I Am,2015,TV-PG,3,0,3,2.4
Love for Ten: Generation of Youth,2013,TV-14,1,0,3,1.4
Nightmare High,2016,TV-14,1,0,3,1.4
Spark,2016,TV-PG,1,0,3,1.4
White Nights,2016,TV-14,1,0,3,1.4
Cyborg 009: Call of Justice,2017,TV-14,1,0,2,1.1
We're Lalaloopsy,2017,TV-Y,1,0,2,1.1
Star Trek: Deep Space Nine,1999,TV-14,7,0,2,4.1
My Runway,2016,TV-14,1,0,3,1.4
AJIN: Demi-Human,2016,TV-MA,2,1,2,1.8
Chasing Cameron,2016,TV-14,1,0,2,1.1
Sense8,2018,TV-MA,2,1,3,2.1
Crazyhead,2016,TV-MA,1,1,3,1.5999999999999999
Color of Woman,2012,TV-PG,1,0,3,1.4
Goodbye My Wife,2012,TV-14,1,0,3,1.4
Happy And,2012,TV-14,1,0,3,1.4
Heaven's Garden,2011,TV-MA,1,1,3,1.5999999999999999
Ice Fantasy,2016,TV-14,1,0,3,1.4
Immortal Classic,2012,TV-14,1,0,3,1.4
InuYasha,2001,TV-14,2,0,2,1.6
K-POP Extreme Survival,2012,TV-14,1,0,3,1.4
Merlin,2012,TV-PG,5,0,3,3.4
Miss Panda & Mr. Hedgehog,2012,TV-PG,1,0,3,1.4
Tokyo Trial,2017,TV-MA,1,1,2,1.3
Captive,2016,TV-MA,1,1,2,1.3
White Rabbit Project,2016,TV-14,1,0,3,1.4
Miss in Kiss,2016,TV-14,1,0,3,1.4
The Cuba Libre Story,2015,TV-14,1,0,2,1.1
From Dusk Till Dawn,2016,TV-MA,3,1,3,2.6
Lost & Found Music Studios,2016,TV-G,2,0,3,1.9
Back to 1989,2016,TV-PG,1,0,3,1.4
Bromance,2015,TV-PG,1,0,3,1.4
Refresh Man,2016,TV-14,1,0,3,1.4
Gilmore Girls: A Year in the Life,2016,TV-14,1,0,3,1.4
La Niña,2016,TV-MA,1,1,3,1.5999999999999999
Paranoid,2016,TV-MA,1,1,3,1.5999999999999999
Einsatzgruppen: The Nazi Death Squads,2009,TV-MA,1,1,2,1.3
Case,2015,TV-MA,1,1,3,1.5999999999999999
Danger Mouse,2016,TV-Y7,2,0,2,1.6
Inborn Pair,2011,TV-14,1,0,3,1.4
Just You,2013,TV-14,1,0,3,1.4
Love Around,2013,TV-14,1,0,3,1.4
Love Family,2013,TV-MA,1,1,3,1.5999999999999999
Love Me or Leave Me,2012,TV-14,1,0,3,1.4
Love Now,2012,TV-14,1,0,3,1.4
Trailer Park Boys: Out of the Park: Europe,2016,TV-MA,1,1,2,1.3
Containment,2016,TV-MA,1,1,2,1.3
DEATH NOTE,2006,TV-14,1,0,3,1.4
Spotless,2015,TV-MA,1,1,3,1.5999999999999999
Vampire Knight,2008,TV-14,2,0,3,1.9
StoryBots Super Songs,2016,TV-Y,1,0,1,0.8
Be with Me,2015,TV-PG,1,0,3,1.4
Be with You,2015,TV-14,1,0,3,1.4
Fall in Love with Me,2014,TV-14,1,0,3,1.4
Love Cheque Charge,2014,TV-14,1,0,3,1.4
Masha's Spooky Stories,2012,TV-Y,1,0,1,0.8
Murphy's Law of Love,2015,TV-PG,1,0,3,1.4
Old Money,2015,TV-MA,1,1,3,1.5999999999999999
Someone Like You,2015,TV-14,1,0,3,1.4
When I See You Again,2015,TV-14,1,0,3,1.4
VeggieTales in the House,2016,TV-Y,4,0,1,2.3
Chef's Table: France,2016,TV-14,1,0,1,0.8
Kulipari: An Army of Frogs,2016,TV-Y7,1,0,1,0.8
Conspiracy,2015,TV-14,1,0,2,1.1
Dead Set,2008,TV-MA,1,1,3,1.5999999999999999
Forensic Files,2011,TV-MA,9,1,3,5.6000000000000005
The Fierce Wife,2010,TV-MA,1,1,3,1.5999999999999999
Witches: A Century of Murder,2015,TV-14,1,0,3,1.4
Glitter Force,2016,TV-Y7,2,0,2,1.6
Behind Enemy Lines,2001,TV-14,1,0,2,1.1
Caught on Camera,2015,TV-MA,3,1,3,2.6
Cocaine,2005,TV-14,1,0,3,1.4
Edge of the Universe,2008,TV-G,1,0,3,1.4
La Esclava Blanca,2016,TV-MA,1,1,3,1.5999999999999999
LEGO Bionicle: The Journey to One,2016,TV-Y7,2,0,1,1.3
Popples,2016,TV-Y,3,0,1,1.8
Kuromukuro,2016,TV-14,2,0,2,1.6
Marco Polo,2016,TV-MA,2,1,2,1.8
Justin Time GO!,2016,TV-Y,1,0,1,0.8
Hibana: Spark,2016,TV-MA,1,1,2,1.3
72 Cutest Animals,2016,TV-PG,1,0,3,1.4
72 Dangerous Places to Live,2016,TV-PG,1,0,3,1.4
Cyborg 009 VS Devilman,2015,TV-MA,1,1,2,1.3
Justin Time,2012,TV-Y,2,0,1,1.3
Terrace House: Boys & Girls in the City,2016,TV-14,2,0,2,1.6
Netflix Presents: The Characters,2016,TV-MA,1,1,1,1.0
Your lie in April,2014,TV-14,1,0,3,1.4
Cooked,2016,TV-14,1,0,1,0.8
Care Bears & Cousins,2016,TV-Y,2,0,1,1.3
Turbo FAST,2016,TV-Y7,3,0,1,1.8
Masha's Tales,2012,TV-Y,1,0,1,0.8
Chelsea Does,2016,TV-MA,1,1,2,1.3
Sammy & Co,2014,TV-Y,1,0,2,1.1
Atelier,2015,TV-PG,1,0,2,1.1
W/ Bob & David,2015,TV-MA,1,1,1,1.0
Hemlock Grove,2015,TV-MA,3,1,3,2.6
Wakfu: The Quest for the Six Eliatrope Dofus,2014,TV-PG,1,0,1,0.8
Wet Hot American Summer,2015,TV-MA,1,1,1,1.0
H2O: Mermaid Adventures,2015,TV-Y7,2,0,1,1.3
Danger Mouse: Classic Collection,1992,TV-Y,10,0,3,5.9
Oscar's Oasis,2011,TV-Y,1,0,1,0.8
Lilyhammer,2014,TV-MA,3,1,3,2.6
Goosebumps,1998,TV-G,5,0,2,3.1
The Borgias,2013,TV-MA,3,1,1,2.0
The 4400,2007,TV-14,4,0,3,2.9
Breaking Bad,2013,TV-MA,5,1,3,3.6
Feb-09,2018,TV-14,1,0,2,1.1
แผนร้ายนายเจ้าเล่ห์,2016,TV-14,1,0,3,1.4
Şubat,2013,TV-MA,1,1,3,1.5999999999999999
100% Hotter,2017,TV-14,1,0,3,1.4
12 Years Promise,2014,TV-14,1,0,3,1.4
21 Sarfarosh: Saragarhi 1897,2018,TV-14,1,0,2,1.1
7 (Seven),2019,TV-14,1,0,1,0.8
9 Months That Made You,2016,TV-PG,1,0,3,1.4
A Good Wife,2013,TV-14,1,0,3,1.4
A Man Called God,2010,TV-14,1,0,3,1.4
A Young Doctor's Notebook and Other Stories,2013,TV-MA,2,1,3,2.1
A.D. Kingdom and Empire,2015,TV-14,1,0,1,0.8
Abnormal Summit,2017,TV-PG,2,0,3,1.9
Adam Ruins Everything,2018,TV-14,1,0,1,0.8
Africa,2013,TV-PG,1,0,3,1.4
Age Gap Love,2017,TV-MA,1,1,3,1.5999999999999999
Age of Glory,2010,TV-MA,2,1,3,2.1
Agent Raghav,2015,TV-14,1,0,3,1.4
Ainsley Eats the Streets,2014,TV-PG,1,0,3,1.4
Alphablocks,2014,TV-Y,5,0,1,2.8
America's Book of Secrets,2014,TV-14,1,0,1,0.8
American Crime,2017,TV-MA,3,1,2,2.3000000000000003
American Experience: The Circus,2018,TV-PG,1,0,1,0.8
American Odyssey,2015,TV-14,1,0,2,1.1
An Innocent Mistake,2012,TV-14,1,0,3,1.4
Ancient Aliens,2018,TV-14,1,0,2,1.1
Anjaan: Rural Myths,2018,TV-14,1,0,3,1.4
Anjaan: Special Crimes Unit,2018,TV-14,1,0,3,1.4
Anthony Bourdain: Parts Unknown,2018,TV-PG,5,0,1,2.8
忍者ハットリくん,2012,TV-Y7,2,0,2,1.6
Atomic Puppet,2016,TV-Y7,1,0,3,1.4
Aussie Gold Hunters,2016,TV-MA,1,1,3,1.5999999999999999
Bad Education,2014,TV-MA,3,1,2,2.3000000000000003
Badalte Rishton Ki Dastaan,2013,TV-14,1,0,2,1.1
Bala Loca,2016,TV-MA,1,1,3,1.5999999999999999
Bangkok Bachelors,2016,TV-MA,1,1,3,1.5999999999999999
Bat Pat,2016,TV-Y,1,0,1,0.8
Bates Motel,2017,TV-MA,5,1,3,3.6
Battle Creek,2015,TV-14,1,0,3,1.4
Battlefield Recovery,2016,TV-PG,1,0,3,1.4
Be-Be-Bears,2018,TV-Y,1,0,1,0.8
Beast Legends,2010,TV-PG,1,0,1,0.8
Beating Again,2015,TV-14,1,0,3,1.4
Beauty & the Beast,2016,TV-14,4,0,3,2.9
Beauty and the Bitches,2016,TV-MA,2,1,3,2.1
Behind the Newsroom,2015,TV-MA,1,1,3,1.5999999999999999
Behzat Ç.,2010,TV-MA,1,1,3,1.5999999999999999
Being Mary Jane: The Series,2016,TV-14,4,0,2,2.6
Ben 10,2016,TV-Y7,1,0,1,0.8
Beyblade: Metal Fusion,2009,TV-Y7,1,0,2,1.1
Bh Se Bhade,2013,TV-PG,1,0,2,1.1
Bhaage Re Mann,2015,TV-14,1,0,3,1.4
Big Bad Beetleborgs,1997,TV-G,2,0,2,1.6
"Big Dreams, Small Spaces",2017,TV-G,3,0,3,2.4
Bitten,2016,TV-MA,3,1,3,2.6
Bitter Daisies,2018,TV-MA,1,1,3,1.5999999999999999
Black Heart,2014,TV-14,1,0,3,1.4
Blood & Treasures,2016,TV-14,1,0,3,1.4
Blue Planet II,2017,TV-G,1,0,3,1.4
Bob Ross: Beauty Is Everywhere,1991,TV-G,1,0,1,0.8
Bondi Rescue,2016,TV-PG,1,0,1,0.8
Border Patrol,2016,TV-PG,1,0,1,0.8
Borderline,2017,TV-14,2,0,2,1.6
Botched Up Bodies,2013,TV-MA,1,1,3,1.5999999999999999
Brain Games,2016,TV-G,3,0,2,2.1
Brave Miss World,2013,TV-14,1,0,2,1.1
Braxton Family Values,2014,TV-PG,2,0,1,1.3
Bringing Sexy Back,2015,TV-14,1,0,2,1.1
Brown Nation,2016,TV-14,1,0,1,0.8
Buddha,2013,TV-PG,1,0,2,1.1
"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",2017,TV-PG,1,0,1,0.8
Burnistoun,2012,TV-MA,2,1,2,1.8
Cabins in the Wild with Dick Strawbridge,2017,TV-PG,1,0,3,1.4
Cain and Abel,2009,TV-MA,1,1,3,1.5999999999999999
Calico Critters,2018,TV-Y,1,0,1,0.8
Call Me Francis,2016,TV-14,1,0,3,1.4
Camelia la Texana,2014,TV-14,1,0,3,1.4
Camp X,2014,TV-MA,1,1,1,1.0
Can We Get Married?,2012,TV-14,1,0,3,1.4
Cannabis,2016,TV-MA,1,1,3,1.5999999999999999
Care Bears: Welcome to Care-a-Lot,2012,TV-Y,1,0,1,0.8
Case Closed,2015,TV-14,1,0,3,1.4
Castle of Stars,2015,TV-MA,1,1,3,1.5999999999999999
Chasing Monsters,2016,TV-PG,2,0,3,1.9
Cheapest Weddings,2016,TV-14,1,0,2,1.1
Cheers,1992,TV-PG,11,0,2,6.1
Chef & My Fridge,2017,TV-PG,2,0,3,1.9
Chewin' the Fat,1999,TV-14,1,0,2,1.1
Chewing Gum,2017,TV-MA,2,1,3,2.1
Chill with Bob Ross,1994,TV-G,1,0,1,0.8
Christiane Amanpour: Sex & Love Around the World,2018,TV-MA,1,1,1,1.0
Chuck Chicken,2017,TV-Y7,1,0,1,0.8
City in the Sky,2016,TV-PG,1,0,3,1.4
Civilizations,2018,TV-14,1,0,2,1.1
Classic Legends,2012,TV-PG,1,0,2,1.1
Click for Murder,2017,TV-14,1,0,3,1.4
Club Friday The Series 6,2015,TV-MA,9,1,3,5.6000000000000005
Club Friday The Series 7,2016,TV-MA,7,1,3,4.6000000000000005
Club Friday The Series 8,2017,TV-MA,8,1,3,5.1000000000000005
Club Friday To Be Continued - Friend & Enemy,2016,TV-MA,1,1,3,1.5999999999999999
Club Friday To Be Continued - My Beautiful Tomboy,2016,TV-MA,1,1,3,1.5999999999999999
Club Friday To Be Continued - The Promise,2016,TV-MA,1,1,3,1.5999999999999999
Cold Case Files,2017,TV-14,1,0,2,1.1
Cold Case Files Classic,1999,TV-MA,1,1,2,1.3
Comedy Bang! Bang!,2016,TV-14,5,0,2,3.1
Comedy High School,2018,TV-14,1,0,2,1.1
Conan Without Borders,2018,TV-14,1,0,2,1.1
Cooking on High,2018,TV-MA,1,1,1,1.0
Court Justice,2017,TV-MA,1,1,3,1.5999999999999999
Crime Time,2017,TV-MA,1,1,3,1.5999999999999999
Dad's Army,1977,TV-PG,10,0,3,5.9
Dance Academy,2013,TV-PG,1,0,3,1.4
Dandy,2016,TV-MA,1,1,3,1.5999999999999999
Dangerous Roads,2012,TV-MA,2,1,2,1.8
Darr Sabko Lagta Hai,2015,TV-MA,1,1,3,1.5999999999999999
Day and Night,2017,TV-MA,1,1,3,1.5999999999999999
Days We Stared at the Sun,2017,TV-MA,2,1,2,1.8
Deep Undercover Collection,2017,TV-MA,3,1,2,2.3000000000000003
Deep Water,2016,TV-MA,1,1,3,1.5999999999999999
Devlok with Devdutt Pattanaik,2017,TV-PG,1,0,1,0.8
Dexter,2013,TV-MA,8,1,3,5.1000000000000005
Dinner for Five,2007,TV-MA,1,1,1,1.0
Dino Hunt,2016,TV-G,1,0,2,1.1
Diva Brides,2017,TV-MA,1,1,2,1.3
Doomsday Preppers,2013,TV-14,1,0,2,1.1
Dramaworld,2016,TV-14,1,0,3,1.4
"Drugs, Inc.",2015,TV-MA,1,1,2,1.3
Dueños del paraíso,2015,TV-14,1,0,3,1.4
Earth to Luna!,2014,TV-Y,1,0,1,0.8
Earth's Natural Wonders,2015,TV-PG,1,0,3,1.4
Earth's Natural Wonders: Life at the Extremes,2018,TV-14,1,0,3,1.4
Easy Fortune Happy Life,2009,TV-MA,1,1,3,1.5999999999999999
El Barco,2013,NR,3,0,3,2.4
El Cartel,2008,TV-MA,1,1,3,1.5999999999999999
El Cartel 2,2010,TV-MA,1,1,3,1.5999999999999999
El Chavo,1979,TV-PG,1,0,3,1.4
El Clon,2010,TV-14,1,0,3,1.4
El Vato,2017,TV-MA,2,1,3,2.1
Emogenius,2017,TV-PG,1,0,1,0.8
Encerrados,2018,TV-MA,1,1,3,1.5999999999999999
Encounters with Evil,2016,TV-14,1,0,3,1.4
Enemigo íntimo,2018,TV-MA,1,1,3,1.5999999999999999
Eurovision Song Contest,2019,TV-PG,1,0,1,0.8
Everyday Miracles,2014,TV-PG,1,0,3,1.4
Ex-Boyfriend,2011,TV-14,1,0,3,1.4
Exclusive Edition,2008,TV-14,1,0,2,1.1
Extras,2006,TV-MA,2,1,2,1.8
Ezel,2009,TV-14,1,0,3,1.4
Fairy Tail,2009,TV-MA,1,1,2,1.3
Fake or Fortune?,2015,TV-G,1,0,3,1.4
Fatal Destiny,2016,TV-MA,1,1,3,1.5999999999999999
Father Brown,2017,TV-14,6,0,3,3.9
Fear Files... Har Mod Pe Darr,2015,TV-MA,1,1,3,1.5999999999999999
Filinta,2015,TV-14,2,0,3,1.9
Fit for Fashion,2015,TV-14,2,0,2,1.6
Fix It and Finish It,2014,TV-G,3,0,1,1.8
Flowering Heart,2016,TV-Y7,1,0,2,1.1
Food: Delicious Science,2017,TV-PG,1,0,2,1.1
Footprints in the Sand,2011,TV-14,1,0,2,1.1
For the Win,2017,TV-14,1,0,1,0.8
Forces of Nature,2016,TV-PG,1,0,3,1.4
Forget Me Not,2011,TV-MA,1,1,2,1.3
Four Seasons in Havana,2016,TV-MA,1,1,3,1.5999999999999999
Frasier,2003,TV-PG,11,0,2,6.1
Friday Night Tykes,2017,TV-PG,4,0,2,2.6
Friends,2003,TV-14,10,0,2,5.6
